Country,Year,Y,Ymu,Yvar,YmuMinus,YmuPlus,AE,APE,CI
NPL,2018,17634.0,26572.14633131394,0.03768171083888561,24346.70370173713,28797.58896089076,8938.0,51.0,4451.0
NPL,2019,,29597.4227335821,0.08885390148620864,26180.07362453248,33014.77184263172,,,6835.0
NPL,2020,,32338.59880993035,0.1899903488823149,27341.51231452786,37335.68530533284,,,9994.0
NPL,2021,,34648.36775768998,0.3677732426491502,27695.86513873767,41600.87037664228,,,13905.0
NPL,2022,,36405.08478969513,0.6519014015404405,27148.6860607662,45661.48351862407,,,18513.0
NPL,2023,,37522.81624524726,1.070794408133324,25659.55364310231,49386.07884739221,,,23727.0
PAK,2017,205772.0,256769.530612008,0.3684309004958424,143027.2754851109,370511.7857389051,50998.0,25.0,227485.0
PAK,2018,207534.0,275499.145257697,0.3721992631403817,161176.6841374451,389821.6063779488,67965.0,33.0,228645.0
PAK,2019,,292807.2422265341,0.3786745500621551,177494.61424373,408119.8702093381,,,230625.0
PAK,2020,,308417.5155633474,0.3890291193018602,191538.9519073892,425296.0792193055,,,233757.0
PAK,2021,,322090.8513492635,0.4046550009516343,202888.1035004798,441293.5991980471,,,238405.0
PAK,2022,,333631.0552811018,0.4271204947167386,211164.0730646302,456098.0374975734,,,244934.0
PAK,2023,,342889.0728186194,0.458101225269266,216058.3295667125,469719.8160705263,,,253661.0
PHL,2017,8521.0,305.8683092356077,0.9514829489064919,-33425.08875359624,34036.82537206745,8215.0,96.0,67462.0
PHL,2018,4301.000000000001,-142.3518312064407,0.9520221041826259,-33882.8643190337,33598.16065662081,4443.0,103.0,67481.0
PHL,2019,,-468.9953657498772,0.9530703132199054,-34228.07747512886,33290.08674362909,,,67518.0
PHL,2020,,-659.8378624195302,0.954862603173981,-34450.64776959716,33130.97204475811,,,67582.0
PHL,2021,,-704.8905371448473,0.9576292631106459,-34544.61850793195,33134.83743364226,,,67679.0
PHL,2022,,-599.7694718335297,0.9615497009331064,-34508.69491334128,33309.15596967422,,,67818.0
PHL,2023,,-346.5741586968197,0.9667080869698111,-34346.33284794651,33653.18453055287,,,68000.0
SDN,2017,746699.0,702924.6421613401,0.6479548745255171,482296.4575107378,923552.8268119425,43774.0,6.0,441256.0
SDN,2018,792127.0,718982.8312356347,0.665278530202536,495424.7543750075,942540.9080962621,73144.0,9.0,447116.0
SDN,2019,,734142.4948842791,0.688589355758579,506701.4910790233,961583.4986895348,,,454882.0
SDN,2020,,748118.5502819221,0.7188209298371288,515738.4323031455,980498.6682606988,,,464760.0
